id,impressions,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason
cnJYkmQvnP0,1,0.0,0.1,0.6,0.2,0.1,0.0,0.4,0.6,"This video deals with themes of love and regret, resonating with young adults who often explore these emotions in relationships. The emotional and personal nature of the content is likely to appeal more to females, who may connect more with the expressive and sentimental themes."
vph9BTWijqs,6,0.01,0.05,0.15,0.4,0.3,0.09,0.1,0.9,"This video predominantly targets women interested in crochet and crafts, a hobby often pursued by women aged 30 and above. The detailed tutorial style and focus on crafting a specific item like a coffee cup scrubbie is likely to appeal to this demographic."
TNjlkRzFBcY,1,0.05,0.1,0.15,0.2,0.25,0.25,0.3,0.7,"This video focuses on family events and cultural practices, which typically attract viewers who are more interested in cultural traditions and family settings. The content is likely to resonate more with middle-aged to older viewers, especially women, who often engage more with family-oriented and cultural stories."
08-yFczVmpA,1,0.05,0.1,0.35,0.3,0.15,0.05,0.3,0.7,"This video focuses on quick and easy cooking recipes, which are particularly appealing to young adults and working professionals. The engaging and friendly style of the content is likely to attract a predominantly female audience interested in cooking."
aXzPSvZeGdg,1,0.0,0.05,0.1,0.35,0.3,0.2,0.2,0.8,"This video is about cooking traditional steamed bread using ingredients like makgeolli, which is likely to appeal to adults with cooking interests, especially those familiar with Korean cuisine. Given the detailed cooking process and ingredients, it is more likely to attract females in their 30s to 50s who often engage in home cooking."
FNF-8VzSOEw,1,0.05,0.15,0.3,0.25,0.15,0.1,0.4,0.6,"This video features themes of nostalgia, life's struggles, and the importance of laughter, which resonate with a wide range of viewers, particularly young to middle-aged adults. The emotional and reflective nature of the content may appeal slightly more to female viewers."
4nF0YlC12TE,1,0.05,0.15,0.4,0.25,0.1,0.05,0.4,0.6,"This video appears to focus on nostalgic content related to a music award show that typically appeals to a younger audience, particularly those in their 20s and 30s. The presence of music and energetic atmosphere is likely to attract more female viewers, as seen in similar entertainment content."
R3QUKqjP4Ls,1,0.05,0.1,0.4,0.3,0.1,0.05,0.3,0.7,"This video appears to be a step-by-step guide for a dance routine, which likely appeals more to younger audiences interested in dance. The instructions and music-related content are often favored by females who engage in dance as a hobby or fitness activity."
7D_dczTFfXc,1,0.0,0.1,0.25,0.35,0.2,0.1,0.3,0.7,"This video primarily appeals to the audience who enjoy romantic and nostalgic themes, which are more commonly appreciated by older age groups. The emotional and poetic content is likely to attract a predominantly female audience who are more inclined towards sentimental content."
CGnc553-ttg,1,0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7,"This video focuses on themes of love, loss, and emotional healing, which often resonate with younger audiences, particularly those in their 20s. The emotional nature of the content is likely to appeal more to women, who may find the themes of memory and emotional processing more relatable."
RSRWqW606q8,1,0.0,0.05,0.1,0.2,0.3,0.35,0.4,0.6,"This video seems to appeal to an older demographic due to its reflective and nostalgic themes. The emotional depth and focus on past experiences may resonate more with women, who often engage with such content."
SSn6IVeLocI,46,0.0,0.02,0.08,0.2,0.35,0.35,0.4,0.6,"This video discusses personal experiences with pancreatic cancer, which is likely to resonate with middle-aged and older audiences who are more concerned with health issues. Additionally, the empathetic and supportive tone may attract more female viewers."
kGJOFYzzfoQ,1,0.0,0.05,0.25,0.4,0.2,0.1,0.2,0.8,"This video is focused on cooking, a topic often popular among adults, particularly those in their 30s and 40s who are more likely to be involved in meal preparation. Additionally, the detailed recipe and cooking tips suggest it may appeal more to women interested in enhancing their culinary skills."
xr2uGs7dQ_A,1,0.05,0.15,0.4,0.25,0.1,0.05,0.4,0.6,"This video appears to be a dance tutorial, which tends to attract a younger audience interested in learning new dance steps, likely in the 20s and 30s age group. The slightly higher female viewership might be due to the general appeal of dance content to women."
TSNg0WoxKnQ,1,0.0,0.1,0.5,0.3,0.1,0.0,0.4,0.6,"This video focuses on writing academic papers, a topic likely to appeal to university students and young professionals, hence the high interest from those in their 20s and 30s. The slight female skew suggests a greater engagement from women, perhaps due to differences in educational pursuits or interests in academic content."
ioCtn6RxgdM,1,0.0,0.1,0.3,0.4,0.15,0.05,0.2,0.8,"This video consists of humorous and relatable anecdotes about daily life and relationships, which are more likely to resonate with an adult audience, particularly women. The storytelling style and content suggest it appeals to viewers in their 20s and 30s, who may find these life reflections amusing and recognizable."
PQML95ofqEQ,1,0.0,0.0,0.0,0.1,0.2,0.7,0.4,0.6,"This video likely appeals to an older audience as it reflects on life and the passage of time, themes often resonant with those over 50. The sentimental tone and reflection may attract slightly more female viewers, who often engage with emotional content."
llnKWK78Mfw,1,0.0,0.0,0.1,0.4,0.3,0.2,0.2,0.8,"This video focuses on fashion, specifically pants, and emphasizes quality and value, which often attracts a mature audience. The discussion of different styles and tailoring details is likely to appeal more to women who are interested in fashion and shopping for clothing."
LG-C8aZ8sas,7,0.05,0.2,0.4,0.2,0.1,0.05,0.3,0.7,"This video seems to be a music video with a romantic and nostalgic theme, which typically attracts a younger audience in their 20s and 30s. The poetic and emotional nature of the content is more likely to resonate with female viewers."
pfmcftvxa-0,1,0.02,0.08,0.2,0.4,0.2,0.1,0.3,0.7,"This video is likely to attract viewers who are health-conscious and interested in nutrition, which tends to be more prevalent among adults in their 30s and 40s. Additionally, women are generally more interested in detailed food-related content and health tips, which is reflected in the gender distribution."
M54zCFaQcqU,1,0.05,0.1,0.15,0.3,0.25,0.15,0.6,0.4,"This video appears to have a random, abstract content with music and sounds, which may appeal more to creative or artistic interests. The style might resonate with older audiences who are more accustomed to experimental or non-traditional media forms."
_KUCymDpqis,1,0.05,0.15,0.25,0.3,0.15,0.1,0.3,0.7,This video likely appeals to a younger adult audience due to its contemporary music and emotional content. The presence of personal and relational themes suggests a stronger appeal to women.
VlhoRrZzJHM,1,0.0,0.1,0.6,0.25,0.05,0.0,0.7,0.3,"This video appeals to a young adult audience, primarily in their 20s and 30s, who are interested in niche humor and quirky radio shows. The humor style and the radio format also tend to attract a slightly more male audience."
AZnEuEYIjec,1,0.2,0.5,0.2,0.05,0.03,0.02,0.6,0.4,"This video features a chaotic and humorous mix of languages and absurdity, appealing primarily to teenagers and young adults who enjoy unconventional content. The gender distribution leans slightly towards males who might be more drawn to the eccentric style and humor presented."
bP821vGp5HA,1,0.01,0.05,0.2,0.4,0.25,0.09,0.85,0.15,"This video appeals mainly to car enthusiasts who are typically male, with a strong interest in automotive design and technology. The focus on a new pickup truck model with advanced features and a bold design is likely to attract viewers in their 30s and 40s who are more likely to be potential buyers or avid followers of car trends."
juWf3jqqu58,1,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6,"This video explores complex themes of marriage, self-discovery, and social status, which are more relatable to older adults. The narrative's focus on personal growth and relationship dynamics is likely to resonate more with a female audience."
06xEfdKXoZk,1,0.0,0.05,0.15,0.25,0.35,0.2,0.4,0.6,"This video focuses on exercises that are low impact and beneficial for joint health, appealing to middle-aged and older adults. The content also caters to those interested in maintaining fitness and weight loss with gentle exercises, which may attract a slightly higher female audience."
5z6DHQ0fKy8,1,0.0,0.1,0.3,0.3,0.2,0.1,0.4,0.6,"This video appears to be a musical performance featuring a mix of traditional and modern songs, likely appealing to a broad age range, particularly among young adults and middle-aged viewers. The focus on emotional and nostalgic themes might attract more female viewers who generally engage with such content."
M-Rido0xg84,1,0.01,0.05,0.15,0.25,0.3,0.24,0.55,0.45,"This video likely appeals to an older audience due to its focus on traditional and nostalgic themes, which resonate with older adults. The gender distribution is slightly male-skewed as the content might align with interests typically associated with men, such as cultural preservation and historical narratives."
VTZxz_pfIXA,1,0.0,0.0,0.1,0.2,0.4,0.3,0.7,0.3,"This video is primarily about growing fruit trees, including practical tips, which is likely to appeal to middle-aged and older adults interested in gardening or farming. Additionally, the detailed nature of the content may attract more male viewers, as they are often more engaged in technical and hands-on activities like these."
tpry6cwaCA0,44,0.0,0.05,0.45,0.4,0.1,0.0,0.1,0.9,"This video focuses on cosmetic surgery, which is a topic that often appeals to women interested in beauty and self-improvement. The detailed narrative of the surgery process and outcomes likely attracts viewers in their 20s to 30s who are more inclined to consider cosmetic procedures."
5CQFbtUc-g4,45,0.0,0.0,0.05,0.15,0.35,0.45,0.35,0.65,"This video likely appeals more to older viewers, particularly those 40 and above, as it features traditional religious hymns and messages. The content also tends to resonate more with a female audience, as women are generally more involved in church activities and religious musical events."
WsBwtYjBiXE,1,0.1,0.5,0.3,0.05,0.03,0.02,0.6,0.4,"This video seems to be focused on music and sounds, which often appeal to younger audiences, particularly teenagers and young adults. The abstract and repetitive nature of the content might attract more males who are generally found to engage with experimental and non-linear media."
xvW54rgWTuU,1,0.1,0.3,0.35,0.15,0.05,0.05,0.4,0.6,"This video is primarily focused on humorous and cute moments of a beloved cartoon character, appealing to teenagers and young adults who grew up watching such shows. The style of narration and content may slightly resonate more with female audiences due to its focus on cuteness and emotional elements."
RjqXehxY70A,1,0.0,0.05,0.15,0.3,0.35,0.15,0.3,0.7,"This video appeals to an audience that appreciates dramatic and emotional storytelling, which resonates more with women and those aged 30-50. The themes of struggle, achievement, and family reconciliation closely align with interests of this demographic."
l25XhLQYWsg,1,0.0,0.05,0.1,0.2,0.3,0.35,0.2,0.8,"This video discusses themes of family dynamics and generational expectations, which are often more relatable to older audiences. Women may be more drawn to this content as it explores emotional and family-oriented topics."
siQfdTNuSlw,44,0.01,0.05,0.1,0.25,0.3,0.29,0.4,0.6,"This video features a performance and interaction typical of regional music festivals, likely attracting an older audience. The engaging and interactive style may appeal slightly more to women interested in musical performances."
DrZ0blPmzwU,1,0.0,0.0,0.1,0.3,0.4,0.2,0.4,0.6,"This video is likely to attract middle-aged viewers, specifically in their 30s to 50s, who are interested in real estate investment and family living arrangements. The content focuses on the features of a large house suitable for multi-generational living, which may appeal more to women planning for family residences."
CgYyacLohVk,1,0.0,0.1,0.2,0.4,0.2,0.1,0.4,0.6,"This video focuses on advanced dance techniques, which are likely to attract viewers who have a serious interest in dancing, often found among adults in their 30s and 40s. The detailed explanation and dance terms used suggest it may also appeal more to women, who statistically participate more in dance activities."
e8UIyq8kIs8,43,0.0,0.1,0.6,0.25,0.05,0.0,0.3,0.7,"This video targets a younger audience, primarily in their 20s and 30s, who are interested in candid reviews of reality television. The content's emotional and personal commentary resonates more with women, likely due to the focus on interpersonal dynamics and character critique."
4q7fbGBdsoM,1,0.05,0.2,0.4,0.2,0.1,0.05,0.4,0.6,"This video is a romantic ballad, which typically appeals more to young adults and teens who are more interested in love and relationships. The emotional and sentimental nature of the content is likely to resonate more with female audiences."
9nzZGxnuLqY,42,0.0,0.05,0.3,0.4,0.2,0.05,0.6,0.4,"This video appears to be a spy thriller with complex plot twists and suspense, which typically appeals more to adults in their 20s to 40s. The theme and execution might attract slightly more male viewers due to the espionage and action elements."
n_McSowM1uA,42,0.05,0.15,0.25,0.3,0.15,0.1,0.6,0.4,"This video is likely to appeal to adults who enjoy emotionally driven stories about survival and companionship, with a focus on themes of redemption and healing. The setting and narrative style may resonate more with male viewers who have an interest in adventure and action-oriented plots."
ggfFYubpp0c,42,0.05,0.6,0.25,0.05,0.03,0.02,0.2,0.8,"This video features a storyline centered on romantic relationships and emotional dynamics, which often appeals to younger audiences, particularly teenagers and young adults. The themes and character interactions are more likely to resonate with a female audience, given the focus on romance and interpersonal drama."
FD34x9P6jUY,1,0.05,0.25,0.4,0.2,0.07,0.03,0.3,0.7,"This video seems to be about love and emotional expression, which typically resonates more with younger audiences, especially teens and those in their 20s. The theme also tends to attract a predominantly female audience, who often engage with emotional and romantic content."
f8Zlec6XSs0,40,0.05,0.25,0.5,0.15,0.03,0.02,0.6,0.4,"This video involves themes of fantasy, historical elements, and supernatural aspects, which are often appealing to younger audiences, particularly those in their teens and twenties. The use of action and adventure likely skews the audience slightly toward a male demographic, although there is still significant female interest, given the narrative style."
dihQPQlGg6o,40,0.0,0.1,0.3,0.4,0.15,0.05,0.7,0.3,"This video focuses on construction and renovation, topics that typically interest adults, particularly those in their 30s and 40s. The content involves financial and project management aspects, which generally appeal more to a male audience."
zHeXlyCkfOo,1,0.05,0.15,0.4,0.25,0.1,0.05,0.5,0.5,"This video predominantly features music, which tends to appeal to a wide range of age groups, especially young adults in their 20s and 30s. The gender distribution is balanced as music content generally attracts a diverse audience."
IFxQDq9L4V4,1,0.05,0.1,0.25,0.3,0.2,0.1,0.6,0.4,"This video features repetitive and rhythmic music segments, which may appeal to a broad age range, especially adults who enjoy relaxing or nostalgic content. The theme of escaping and socializing with friends suggests it could resonate more with young to middle-aged adults, with a slight male preference."
p_sLwGhp0CI,1,0.0,0.1,0.3,0.4,0.15,0.05,0.1,0.9,"This video is focused on a detailed crochet bag tutorial, which is typically of high interest to women interested in crafts and DIY projects. The content and style suggest it appeals to females primarily in their 20s and 30s, who are likely to engage in such hobby crafts."
vyEI-LSiNBI,1,0.0,0.05,0.35,0.4,0.15,0.05,0.3,0.7,"This video is focused on cooking a traditional dish, which tends to attract viewers in their 20s and 30s who are interested in cooking at home. The detailed cooking instructions are often more appealing to female audiences."
73XBFlSVH6w,1,0.0,0.05,0.4,0.4,0.1,0.05,0.3,0.7,"This video is likely to attract viewers who are particularly concerned about skin care and aesthetics, which are typically more prioritized by women. As such, the content will likely appeal to adults, particularly in their 20s and 30s, who are more likely to seek dermatological treatments and care."
l0kkun652n8,40,0.0,0.0,0.05,0.1,0.25,0.6,0.3,0.7,"This video likely attracts an older audience, particularly those in their 50s and above, due to its themes of long-term relationships and infidelity. Additionally, the emotional and dramatic storytelling style may appeal more to women, resulting in a higher female viewership."
Yc2ILk1vNGM,1,0.05,0.65,0.25,0.03,0.01,0.01,0.4,0.6,"This video seems to be light-hearted and humorous, using a playful and informal tone that would appeal more to teenagers and young adults. The content, involving daily life scenarios and playful banter, is likely to attract a slightly higher female audience."
y9elAhSb4ao,1,0.1,0.15,0.25,0.2,0.15,0.15,0.45,0.55,"This video contains a lot of music and laughter, suggesting it might be a light-hearted or entertainment-focused content. Such content typically appeals to a broad audience but may slightly incline towards younger adults and females who are more engaged with music-driven content."
KIe3PnnO4xc,1,0.05,0.1,0.15,0.3,0.25,0.15,0.4,0.6,"This video discusses topics related to the contemporary impact and evolution of trot music, which traditionally appeals to middle-aged audiences but is gaining interest among younger listeners as well. The content likely attracts more female viewers due to the personal and human interest angles, such as celebrity relationships and behind-the-scenes stories."
HAEBhmZ71O0,1,0.0,0.05,0.2,0.3,0.25,0.2,0.5,0.5,"This video appears to be a mix of various musical and spiritual elements, which often attract a diverse age range, especially adults. The content does not seem to be gender-specific, appealing equally to both male and female viewers."
E6WDlZV7vFA,1,0.0,0.1,0.4,0.3,0.15,0.05,0.2,0.8,"This video likely appeals to a young adult to middle-aged audience due to its themes around marriage, wealth, and family drama, which resonate more with those demographics. Additionally, the emphasis on personal transformation and societal expectations often attracts more female viewers."
5aY7XR8Z9SQ,1,0.05,0.35,0.4,0.15,0.03,0.02,0.5,0.5,"This video uses simple, everyday conversational language and topics, which is likely appealing to a younger audience, especially teenagers and those in their 20s. Additionally, the neutral topics and balance in conversation suggest no particular gender bias, making it equally appealing to both male and female viewers."
INW7y7--Qew,1,0.01,0.05,0.15,0.5,0.2,0.09,0.8,0.2,"This video is highly technical and focused on industrial safety, relevant to professionals working in construction or safety management, who are typically in their 30s and 40s. The content is more likely to attract male viewers, as these fields traditionally have a higher male workforce."
u0b4bQj84Fw,1,0.1,0.2,0.3,0.2,0.1,0.1,0.4,0.6,"This video likely features a musical theme, which often appeals to a wide range of ages, but is particularly popular among younger audiences, especially those in their 20s and 30s. The music-centric content may slightly attract more female viewers, who tend to engage more with musical content on platforms like YouTube."
U2Hdzie9Qlk,1,0.15,0.3,0.3,0.15,0.05,0.05,0.3,0.7,"This video centers around a fun and playful car-themed shopping and decorating challenge, appealing particularly to younger audiences. The conversational style and playful interaction suggest a skew towards a younger, female audience interested in lifestyle and DIY content."
ZvPJUhHZCVU,1,0.0,0.05,0.1,0.25,0.3,0.3,0.3,0.7,"This video focuses on sleep health and brain function, topics that are often of interest to middle-aged and older adults who might be experiencing sleep issues. The detailed explanations and health advice are likely to attract a predominantly female audience, as women are generally more engaged in health and wellness content."
Qyn4O7uCl98,1,0.0,0.1,0.3,0.4,0.15,0.05,0.2,0.8,"This video focuses on detailed plant care, which is often of interest to women in their 20s and 30s. The conversational style and emphasis on home gardening suggest a female audience with a mature interest in horticulture."
XoXYt5v5YPI,1,0.0,0.05,0.3,0.4,0.15,0.1,0.6,0.4,"This video focuses on financial management and saving strategies, which are typically more relevant to adults, especially those in their 20s and 30s. The content also suggests practical tips for daily money-saving, appealing slightly more to men who often engage in personal finance discussions."
vO88ZPyKLa8,1,0.05,0.1,0.5,0.25,0.07,0.03,0.2,0.8,"This video likely appeals to women, especially in their 20s and 30s, because it focuses on beauty products, skincare routines, and daily lifestyle content. The use of popular beauty products and the mention of family dynamics suggest an audience interested in both personal care and family life."
1kcCvUj4CCo,1,0.0,0.15,0.05,0.2,0.3,0.3,0.3,0.7,"This video is likely to resonate more with older audiences who appreciate emotional and heartfelt performances in music. The focus on a young singer's deep emotional expression suggests a stronger appeal to women, who often engage more with such intimate and personal narratives."
-CZ06FWXjHs,1,0.0,0.05,0.1,0.3,0.35,0.2,0.1,0.9,"This video is likely to attract viewers who are interested in traditional Korean pickling methods, which are more popular with older generations and predominantly among women. The detailed and traditional nature of the recipe suggests it appeals particularly to women in their 30s and 40s who are perhaps looking to replicate nostalgic tastes from their past or family traditions."
sWgK8m140K0,1,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7,"This video focuses on basic Korean grammar which is likely to appeal to young adults and adults who are interested in language learning. The content is detailed and instructional, making it more likely to attract a female audience who are often more engaged in educational content."
-d0ervg1uuw,1,0.0,0.05,0.35,0.4,0.15,0.05,0.5,0.5,"This video is an educational tutorial focused on learning English verbs, appealing primarily to adults in their 20s and 30s who are likely engaged in language acquisition for personal or professional reasons. The balanced gender distribution suggests both men and women have interest in improving their English skills."
2jwLReYXGFI,1,0.0,0.05,0.15,0.3,0.3,0.2,0.3,0.7,"This video focuses on a cooking tutorial for a mushroom tofu dish, which is likely to appeal to home cooks, particularly women interested in healthy cooking. The content seems more relevant to middle-aged and older adults who are more likely to engage in home cooking and are conscious of health benefits."
Uuby5U-VXWQ,1,0.1,0.2,0.4,0.2,0.05,0.05,0.5,0.5,"This video appears to be an experimental or abstract musical piece with seemingly random sounds and words. Such content is likely to attract a younger audience who are more open to unconventional styles, hence a balanced gender distribution but skewed towards the 20s age group."
bqnrC3NV0yA,1,0.0,0.0,0.05,0.1,0.25,0.6,0.3,0.7,"This video features a traditional music performance with nostalgic elements that typically appeal to older audiences, particularly those in their 50s and above. Additionally, the conversational style and themes discussed, such as family and memories, are likely to resonate more with women."
HBPGQwdpwqA,1,0.01,0.05,0.15,0.3,0.3,0.19,0.3,0.7,"This video is likely to attract viewers interested in traditional recipes and home cooking, which tends to be more popular among middle-aged and older adults. The detailed cooking process and nostalgic references are particularly appealing to women who may relate to the familial and cultural aspects of the video."
pFmHrZRMIX8,1,0.0,0.0,0.1,0.3,0.4,0.2,0.2,0.8,"This video appears to be focused on detailed garment design and fabric selection, topics that align more with women in their 30s to 50s who are typically interested in fashion and sewing. The technical nature of the content suggests viewers with a deeper interest or experience in garment making, which is more common among women in these age groups."
87O31jYLpWQ,1,0.0,0.0,0.2,0.3,0.2,0.3,0.3,0.7,"This video is likely to attract viewers with an interest in traditional Korean cooking, particularly those who have the time to prepare dishes at home, such as homemakers or older adults. The focus on making a traditional food like 'ssuk injeolmi' suggests it may appeal more to an older female demographic who are interested in cooking and trying new or nostalgic recipes."
jN3amBl8SxM,1,0.0,0.1,0.2,0.3,0.3,0.1,0.7,0.3,"This video is likely to appeal to an adult audience interested in recreational vehicles, with a focus on practical features and specifications. The content and style suggest it will attract more male viewers who are typically more involved in RV and vehicle purchasing decisions."
b4hPwmOmLG0,1,0.01,0.1,0.5,0.3,0.07,0.02,0.3,0.7,"This video primarily focuses on learning English expressions, which often attracts young adults and students looking to improve their language skills. The teaching style and content likely appeal more to women, who generally show higher engagement in language learning content."
6maf1lz0uE8,1,0.0,0.05,0.1,0.2,0.35,0.3,0.3,0.7,"This video focuses on health management, particularly targeting diabetes control through diet, which tends to attract an older audience concerned with health issues. Additionally, the detailed health advice and nutritional information are likely more appealing to women, who often show more interest in dietary and wellness content."
Nqtvp2OVzTA,1,0.0,0.05,0.2,0.35,0.25,0.15,0.4,0.6,"This video is likely to attract viewers interested in gardening and home farming, which tends to be more popular among adults, particularly those in their 30s and 40s. Additionally, the detailed focus on cultivating strawberries may appeal more to women who traditionally engage in gardening activities."
PXP-pqkt-8Y,1,0.0,0.05,0.45,0.3,0.15,0.05,0.4,0.6,"This video features cooking segments, casual conversations, and social interactions, which tend to appeal to young adults and middle-aged viewers, particularly women. The combination of food and lifestyle content resonates more with female audiences who enjoy cooking and social gatherings."
Tt4kuOqEWRs,1,0.0,0.05,0.2,0.35,0.25,0.15,0.4,0.6,This video is likely to appeal to adults due to its mature themes involving mystery and investigation. The narrative style may resonate more with women who enjoy drama and suspenseful storytelling.
xw-PACzF6Y8,1,0.0,0.0,0.1,0.3,0.4,0.2,0.4,0.6,"This video is likely to appeal to adults interested in real estate, particularly those considering family homes or investment properties. The detailed discussion about the house's features and the family-friendly environment suggests a target audience of 30s to 50s, with a slight skew towards female viewers who often make household decisions."
W5Yhu5j1b1M,1,0.05,0.1,0.15,0.3,0.3,0.1,0.7,0.3,"This video focuses on themes of family, nature, and pastoral life, which are likely to resonate with middle-aged adults who may have families and appreciate outdoor activities like fishing. The male-oriented perspective and activities like fishing suggest a higher male viewership."
INwWKEpN3ho,1,0.0,0.05,0.15,0.4,0.25,0.15,0.2,0.8,"This video focuses on practical home tips and DIY projects, which are generally more appealing to females interested in household management and sustainability. The content also resonates with adults, particularly those in their 30s and 40s, who are more likely to be managing households and looking for cost-saving solutions."
LkpsN6Y8vqg,1,0.0,0.1,0.4,0.3,0.15,0.05,0.6,0.4,"This video appeals to young adults and middle-aged viewers interested in travel experiences and train journeys. The detailed personal experience shared suggests a slight male audience skew, likely due to specific travel logistics and transport interest."
fuTjB-F6-DE,1,0.02,0.08,0.35,0.4,0.1,0.05,0.2,0.8,"This video is likely to attract viewers interested in fitness and wellness, which is a trend more popular among women in their 20s and 30s. The detailed instructions and focus on core strengthening suggest an audience that is already familiar with Pilates or looking to maintain a healthy lifestyle."
RiX475wysSk,1,0.0,0.2,0.5,0.2,0.1,0.0,0.3,0.7,"This video focuses on the emotional depth and commercial success of a young artist's music, which likely appeals to a younger audience interested in music trends. The emphasis on personal growth and emotional expression tends to attract more female viewers, who are often more engaged with such narratives."
igWuJ0k6ARs,1,0.0,0.05,0.15,0.3,0.3,0.2,0.2,0.8,"This video is likely to appeal to an older audience, particularly those in their 30s and 40s, who are interested in easy cooking recipes for family meals. The emphasis on simplicity and convenience suggests it would resonate more with female viewers who are often looking for quick and healthy meal options."
za858-xl9jg,1,0.01,0.05,0.3,0.4,0.15,0.09,0.7,0.3,This video discusses cultural differences and provocative topics about Japan that are likely to attract a mature audience with an interest in cultural analysis. The content's nature and complexity suggest it would primarily appeal to males in their 20s and 30s who are interested in cross-cultural subjects.
kB4dRNMJMmo,1,0.01,0.05,0.1,0.2,0.3,0.34,0.4,0.6,"This video features a mix of traditional music and nostalgia, which tends to resonate more with older audiences, particularly those in their 40s and above. The informal and conversational style of the video also suggests a slightly higher female viewership, as it aligns with community and social engagement often seen in this demographic."
wHU1If8Eanw,1,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video focuses on health benefits and traditional remedies, which are topics often of interest to middle-aged and older adults, particularly those concerned with health and wellness. The content is likely to appeal slightly more to female viewers, who often research health topics and natural remedies."
P9UJtcp_-gI,1,0.0,0.1,0.2,0.3,0.3,0.1,0.7,0.3,This video contains historical and philosophical themes which tend to attract middle-aged male viewers. The complex narrative structure and mature content make it less appealing to younger audiences.
G8F2wajSCno,1,0.05,0.15,0.4,0.3,0.07,0.03,0.3,0.7,"This video is targeted towards beginners in learning English, which likely attracts young adults in their 20s and 30s who are looking to improve their language skills for career or academic purposes. The detailed and methodical explanation style may appeal more to females, who often engage in language learning communities."
tDukIfFzX18,1,0.05,0.35,0.4,0.15,0.03,0.02,0.2,0.8,"This video focuses on themes of self-acceptance and personal empowerment, which resonate with younger audiences, particularly teenagers and those in their twenties. The lyrical content and tone suggest a stronger appeal to females, as it centers around self-worth and overcoming adversity, often themes more commonly discussed in female-oriented communities."
IZs4dEJ4Bdo,1,0.0,0.1,0.4,0.3,0.1,0.1,0.7,0.3,"This video seems to focus on crime, thrill, and action themes, which generally attract a younger male audience, particularly those in their 20s and 30s. The dialogues and setting suggest a gritty narrative that might not appeal as much to older and female viewers."
IusPVgzvxyw,1,0.0,0.02,0.08,0.3,0.35,0.25,0.3,0.7,"This video discusses rheumatoid arthritis, a chronic inflammatory disorder that is more prevalent in middle-aged adults, particularly women. The detailed medical explanations and focus on early detection and treatment are likely to attract viewers who are either experiencing symptoms or are at risk, which are typically older adults."
uhCCjYkmqDM,1,0.0,0.05,0.15,0.35,0.3,0.15,0.6,0.4,"This video likely appeals to viewers interested in foraging and nature, which tends to attract a slightly older demographic, particularly those in their 30s and 40s. The practical and outdoor-focused content may also be more appealing to males, given the traditional association of such activities with male hobbies."
llngXWgQeaU,1,0.05,0.6,0.25,0.07,0.02,0.01,0.3,0.7,"This video appears to be highly energetic and music-oriented, which typically attracts a younger audience, particularly teenagers. The presence of rhythmic repetition and engaging sounds seems to appeal more to females, who are often more engaged in such interactive and musical content."
K1H82gKllYw,1,0.05,0.15,0.2,0.3,0.2,0.1,0.4,0.6,"This video features a lyrical and emotional theme, often resonating with young adults to middle-aged audiences. The sentimental tone and musical nature are likely to appeal more to female viewers."
q-Ko1txPrxI,1,0.0,0.05,0.15,0.25,0.4,0.15,0.8,0.2,"This video focuses on detailed car specifications and industry trends, likely appealing to car enthusiasts and potential buyers. The content suggests that middle-aged males, particularly those interested in cars and market analysis, are the primary audience."
nTzYKfbTNec,1,0.05,0.2,0.3,0.25,0.15,0.05,0.3,0.7,"This video likely appeals to a younger audience due to its focus on music and performance, which are popular among teens and young adults. The presence of a 'star' and the interactive nature of voting suggest a stronger appeal to females who often engage more in entertainment-based content."
DWUT1vSTCbA,1,0.0,0.05,0.2,0.35,0.25,0.15,0.3,0.7,"This video is likely to appeal to viewers interested in cooking quick and simple meals, which tends to attract a more mature audience. Given the focus on traditional soups and efficiency in cooking, it is more likely to be popular among women who often seek practical cooking tips."
FrRaF2zV8PQ,1,0.05,0.5,0.35,0.05,0.03,0.02,0.3,0.7,"This video features romantic and emotional themes, which tend to resonate more with younger audiences, particularly teenagers and those in their twenties. The lyrics and musical style also suggest a strong appeal to a female demographic."
zrK6mfRba08,1,0.01,0.25,0.4,0.2,0.1,0.04,0.2,0.8,"This video features a plot centered around palace intrigue, romance, and fantasy, which typically attracts younger audiences, especially those in their teens and twenties. The emphasis on emotional drama and relationship dynamics often appeals more to female viewers."
uvTXQl6gMg4,1,0.1,0.25,0.15,0.1,0.2,0.2,0.4,0.6,"This video is likely to appeal to older audiences given its focus on traditional music and cultural performances. Younger viewers might also show interest due to the involvement of young performers, but the general theme seems more aligned with older generations."
pcps4Re2AWY,39,0.0,0.05,0.3,0.4,0.2,0.05,0.7,0.3,This video is likely to appeal to a mature audience due to its complex narrative about relationships and personal struggles. The themes of infidelity and adult relationships are generally more relevant and engaging for male viewers in their 30s and 40s.
LRsyrVCuFEU,1,0.05,0.1,0.4,0.3,0.1,0.05,0.3,0.7,"This video is likely to attract viewers interested in gardening, which is often popular among women and adults in their 20s and 30s. The detailed instructions and focus on plant care suggest an audience that enjoys home improvement and lifestyle content."
